nombre,sexo,fecha_nacimiento,fecha_medicion,edad_meses,peso_kg,talla_cm,fecha_nac_exacta,fuente_archivo
Up Town Lady,M,2017-01-08,2017-04-15,3,182.0,126.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-05-15,4,228.0,132.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-06-15,5,258.0,135.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-07-15,6,276.0,137.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-08-15,7,306.0,140.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-09-15,8,335.0,142.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-10-15,9,359.0,144.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-11-15,10,371.0,146.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2017-12-15,11,368.0,146.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-01-15,12,370.0,146.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-02-15,13,382.0,147.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-03-15,14,404.0,150.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-04-15,15,415.0,151.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-05-15,16,440.0,153.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-06-15,17,453.0,153.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-07-15,18,478.0,156.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-08-15,19,503.0,157.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-09-15,20,520.0,158.0,True,PESOS POTROS 2017.xlsx
Up Town Lady,M,2017-01-08,2018-10-15,21,518.0,158.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-04-24,0,58.0,,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-05-15,1,87.0,111.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-06-15,2,119.0,118.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-07-15,3,156.0,124.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-08-15,4,193.0,128.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-09-15,5,228.0,132.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-10-15,6,237.0,135.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-11-15,7,265.0,136.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2017-12-15,8,281.0,139.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-01-15,9,279.0,140.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-02-15,10,279.0,140.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-03-15,11,294.0,143.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-04-15,12,318.0,145.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-05-15,13,338.0,147.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-06-15,14,367.0,147.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-07-15,15,388.0,150.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-08-15,16,417.0,153.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-09-15,17,430.0,152.0,True,PESOS POTROS 2017.xlsx
Urban Legend,M,2017-04-24,2018-10-15,18,421.0,152.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-03-24,0,66.0,,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-04-15,1,101.0,109.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-05-15,2,149.0,120.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-06-15,3,177.0,125.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-07-15,4,209.0,128.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-08-15,5,230.0,131.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-09-15,6,253.0,135.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-10-15,7,282.0,136.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-11-15,8,304.0,140.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2017-12-15,9,318.0,141.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-01-15,10,312.0,141.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-02-15,11,326.0,144.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-03-15,12,347.0,145.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-04-15,13,357.0,146.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-05-15,14,376.0,147.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-06-15,15,380.0,148.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-07-15,16,411.0,150.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-08-15,17,442.0,152.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-09-15,18,456.0,152.0,True,PESOS POTROS 2017.xlsx
Wendy,M,2017-03-24,2018-10-15,19,447.0,154.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-02-11,0,56.0,,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-03-15,1,105.0,112.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-04-15,2,140.0,118.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-05-15,3,179.0,123.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-06-15,4,203.0,126.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-07-15,5,226.0,129.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-08-15,6,246.0,134.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-09-15,7,267.0,134.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-10-15,8,269.0,136.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-11-15,9,305.0,138.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2017-12-15,10,320.0,138.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-01-15,11,317.0,141.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-02-15,12,332.0,143.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-03-15,13,349.0,143.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-04-15,14,362.0,145.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-05-15,15,378.0,147.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-06-15,16,396.0,148.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-07-15,17,408.0,148.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-08-15,18,433.0,151.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-09-15,19,440.0,151.0,True,PESOS POTROS 2017.xlsx
Wild Cherry,M,2017-02-11,2018-10-15,20,429.0,152.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-01-02,0,40.0,,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-02-15,1,103.0,113.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-03-15,2,128.0,115.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-04-15,3,154.0,120.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-05-15,4,193.0,125.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-06-15,5,224.0,127.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-07-15,6,238.0,130.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-08-15,7,265.0,135.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-09-15,8,289.0,137.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-10-15,9,311.0,137.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-11-15,10,328.0,140.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2017-12-15,11,330.0,140.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-01-15,12,319.0,142.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-02-15,13,332.0,142.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-03-15,14,349.0,145.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-04-15,15,363.0,145.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-05-15,16,381.0,146.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-06-15,17,396.0,147.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-07-15,18,417.0,148.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-08-15,19,441.0,150.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-09-15,20,455.0,150.0,True,PESOS POTROS 2017.xlsx
Xanadu,M,2017-01-02,2018-10-15,21,438.0,151.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-03-01,0,48.0,,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-04-15,1,108.0,111.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-05-15,2,147.0,118.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-06-15,3,181.0,122.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-07-15,4,198.0,125.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-08-15,5,207.0,127.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-09-15,6,230.0,130.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-10-15,7,246.0,131.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-11-15,8,260.0,132.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2017-12-15,9,277.0,135.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-01-15,10,284.0,136.6,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-02-15,11,290.0,137.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-03-15,12,306.0,139.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-04-15,13,327.0,140.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-05-15,14,346.0,141.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-06-15,15,364.0,143.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-07-15,16,382.0,145.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-08-15,17,405.0,148.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-09-15,18,425.0,148.0,True,PESOS POTROS 2017.xlsx
Xisca,M,2017-03-01,2018-10-15,19,421.0,148.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-01-17,0,53.0,,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-02-15,1,95.0,115.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-03-15,2,122.0,121.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-04-15,3,154.0,124.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-05-15,4,192.0,130.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-06-15,5,223.0,132.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-07-15,6,227.0,134.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-08-15,7,269.0,139.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-09-15,8,289.0,141.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-10-15,9,315.0,141.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-11-15,10,336.0,145.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2017-12-15,11,344.0,146.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-01-15,12,334.0,147.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-02-15,13,344.0,148.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-03-15,14,356.0,151.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-04-15,15,370.0,152.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-05-15,16,387.0,152.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-06-15,17,381.0,152.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-07-15,18,426.0,155.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-08-15,19,452.0,157.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-09-15,20,463.0,157.0,True,PESOS POTROS 2017.xlsx
Yaba Daba Du,M,2017-01-17,2018-10-15,21,452.0,158.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-03-24,0,58.0,,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-04-15,1,87.0,113.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-05-15,2,130.0,120.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-06-15,3,165.0,123.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-07-15,4,200.0,127.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-08-15,5,238.0,132.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-09-15,6,253.0,137.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-10-15,7,282.0,138.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-11-15,8,301.0,140.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2017-12-15,9,319.0,142.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-01-15,10,318.0,143.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-02-15,11,335.0,146.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-03-15,12,355.0,147.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-04-15,13,369.0,148.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-05-15,14,384.0,151.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-06-15,15,403.0,151.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-07-15,16,424.0,153.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-08-15,17,455.0,155.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-09-15,18,474.0,155.0,True,PESOS POTROS 2017.xlsx
Zambuka,M,2017-03-24,2018-10-15,19,463.0,155.0,True,PESOS POTROS 2017.xlsx
Bellota,H,2018-01-11,2018-01-11,0,59.0,,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-02-15,1,120.0,112.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-03-15,2,151.0,117.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-04-15,3,183.0,121.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-05-15,4,222.0,127.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-06-15,5,245.0,127.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-07-15,6,261.0,130.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-08-15,7,290.0,132.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-09-15,8,301.0,135.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-10-15,9,322.0,136.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-11-15,10,340.0,138.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2018-12-15,11,356.0,140.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-01-15,12,367.0,142.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-02-15,13,368.0,143.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-03-15,14,370.0,143.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-04-15,15,389.0,144.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-05-15,16,405.0,146.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-06-15,17,420.0,147.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-07-15,18,431.0,148.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-08-15,19,433.0,149.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-09-15,20,442.0,149.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-10-15,21,445.0,149.0,True,PESOS POTROS 2018.xlsx
Bellota,H,2018-01-11,2019-11-15,22,449.0,150.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-05-29,0,51.0,,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-06-15,1,69.0,100.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-07-15,2,110.0,112.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-08-15,3,154.0,121.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-09-15,4,179.0,124.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-10-15,5,218.0,128.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-11-15,6,225.0,130.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2018-12-15,7,239.0,132.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-01-15,8,252.0,135.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-02-15,9,266.0,138.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-04-15,11,292.0,140.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-05-15,12,314.0,142.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-06-15,13,335.0,144.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-07-15,14,360.0,146.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-08-15,15,381.0,147.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-09-15,16,395.0,147.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-10-15,17,388.0,149.0,True,PESOS POTROS 2018.xlsx
Mi Angela,H,2018-05-29,2019-11-15,18,390.0,149.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-01-15,10,302.0,141.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-02-15,11,305.0,143.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-03-15,12,327.0,145.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-04-15,13,351.0,146.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-05-15,14,375.0,147.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-06-15,15,395.0,150.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-07-15,16,420.0,151.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-08-15,17,435.0,152.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-09-15,18,451.0,154.0,True,PESOS POTROS 2018.xlsx
Pa. Americana,H,2018-03-04,2019-10-15,19,443.0,155.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-04-19,0,63.0,,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-05-15,1,117.0,112.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-06-15,2,154.0,118.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-07-15,3,189.0,125.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-08-15,4,234.0,129.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-09-15,5,264.0,133.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-10-15,6,266.0,135.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-11-15,7,300.0,138.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2018-12-15,8,311.0,138.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-01-15,9,321.0,140.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-02-15,10,338.0,143.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-03-15,11,346.0,144.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-04-15,12,362.0,145.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-05-15,13,374.0,147.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-06-15,14,398.0,148.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-07-15,15,422.0,150.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-08-15,16,449.0,151.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-09-15,17,468.0,153.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-10-15,18,459.0,153.0,True,PESOS POTROS 2018.xlsx
Wendy,H,2018-04-19,2019-11-15,19,463.0,153.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-01-25,0,57.0,,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-02-15,1,96.0,111.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-03-15,2,131.0,117.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-04-15,3,165.0,122.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-05-15,4,212.0,129.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-06-15,5,239.0,130.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-07-15,6,248.0,134.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-08-15,7,293.0,135.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-09-15,8,308.0,139.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-10-15,9,329.0,141.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-11-15,10,349.0,141.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2018-12-15,11,366.0,144.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-01-15,12,374.0,145.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-02-15,13,377.0,147.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-03-15,14,386.0,147.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-04-15,15,402.0,149.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-05-15,16,418.0,150.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-06-15,17,438.0,150.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-07-15,18,458.0,152.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-08-15,19,478.0,153.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-09-15,20,499.0,153.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-10-15,21,489.0,154.0,True,PESOS POTROS 2018.xlsx
Wild Cherry,H,2018-01-25,2019-11-15,22,491.0,155.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-02-22,0,55.0,,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-03-15,1,93.0,109.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-04-15,2,130.0,118.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-05-15,3,171.0,123.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-06-15,4,213.0,127.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-07-15,5,243.0,131.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-08-15,6,277.0,135.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-09-15,7,286.0,137.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-10-15,8,301.0,138.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-11-15,9,310.0,141.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2018-12-15,10,326.0,141.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2019-01-15,11,341.0,143.0,True,PESOS POTROS 2018.xlsx
Winds,H,2018-02-22,2019-02-15,12,346.0,145.0,True,PESOS POTROS 2018.xlsx
